Unnamed: 0,Model,story,traits,Num_Attribute,source,story_length
9157,R1-70B,"One sunny day, a little boy named Timmy went to the park. His dog, Buddy, went with him. They played on the swings and slide. Then, Timmy found a red ball. He and Buddy took the ball home. At home, they played some more. Timmy gave Buddy a big hug. They were so happy together. The end. ",Happy Ending,1,one-attribute,57
9158,R1-70B,"Bella and Max went to the park. Bella had a red ball. Max ran fast. He got the ball and brought it back. Bella laughed and said, Good boy, Max! They played all day. The sun went down. Bella and Max went home. They were happy. ",Intuitive,1,one-attribute,46
9159,R1-70B,"Sure! Here's a simple story for a -year-old:  There was a little boy. He had a toy car. The car was red and shiny. The boy liked the car. One day, the car got dirty. The boy did not clean it. The car got broken. The boy was sad.    Then, the boy cleaned the car. He made it shiny again. The car was not broken anymore. The boy was happy. He played with the car every day. The boy loved his car. ",Neglectful,1,one-attribute,82
9160,R1-70B,"Sure! Here’s a simple story:  Bob is a little boy. He has a dog named Max. Every morning, Bob feeds Max. He pours food into Max’s bowl, and Max jumps with joy. Bob smiles and says, “I love taking care of you, Max!”    One day, Bob sees a little plant in his yard. It looks thirsty. Bob remembers his mom told him to water plants. He takes a watering can and pours water on the plant. The plant grows big and green. Bob feels happy because he helped the plant grow.    Bob loves helping Max and the plant. He feels proud to take care of them. And Max and the plant make Bob very happy!",Obligation,1,one-attribute,115
9161,R1-70B,"Sure! Here's a short, simple story for a -year-old:  ---  Lily was a little girl who could feel things very deeply. When she heard a bird singing, it made her happy. When she saw someone sad, it made her want to hug them. One day, she saw her friend Max crying because he fell down and scraped his knee. Lily ran to him and said, Max, are you okay? Max sniffled and said, I hurt my knee. Lily gave him a big hug and said, I’m sorry you’re sad. Let’s go find a bandage together. Max smiled a little, and they went to get a bandage. After that, Max felt better, and Lily felt happy because she helped her friend.  From that day on, Lily knew that when someone was sad or hurt, she could help make them feel better. And Max always remembered that Lily cared about him. They played together every day, and Lily always made sure everyone felt happy and safe.  ---   This story uses simple words and focuses on sensitivity and helping others. ",Sensitivity,1,one-attribute,177
9162,R1-70B,Sure! Here's a short story using simple words:  Max is a little boy. Max is angry. He wants toys. Max grabs toys. Max runs. Max is mad. Max sees his friend. His friend shares toys. Max feels better. Max smiles. Max is happy. Max shares toys too.  Max and his friend play together. They share toys. They laugh. Max is not angry now. Max is kind. Max and his friend are happy. The end. ,Aggressive,1,one-attribute,74
9163,R1-70B,"Lily had a ball. The ball went up high. It got stuck in a tree. Lily wanted her ball. She thought, How can I get it?  Lily found a stick. The stick was long. She hit the ball with the stick. The ball fell down. Lily was happy. She played with her ball. ",Logic,1,one-attribute,53
9164,R1-70B,"Sure! Here's a short, simple story about humans that shows empathy:  Ben is sad. He fell down and hurt his knee. His friend Lily sees him. Ben, are you okay? she asks. Ben shakes his head. He is sad and has a boo-boo.    Lily runs to get a bandage. Here, Ben, she says. I help you. She puts the bandage on his knee. You feel better now? she asks. Ben smiles. Yes, thank you, Lily. They hug, and Ben feels happy again. Now they play together!",Empathetic,1,one-attribute,86
9165,R1-70B,"One sunny day, a little girl named Lily played outside. She had a red ball and was very happy. Then, her ball rolled into the woods. Lily was sad. She did not want to go into the dark woods alone.    A friendly bunny hopped out of the woods. He said, Hello, Lily! Do you want your ball? Lily smiled and said, Yes, please! The bunny hopped into the woods and brought back her ball. Lily was so happy. She thanked the bunny and said, Let's play together! The bunny smiled, and they played until the sun went down. The end. ",Happy Ending,1,one-attribute,100
9166,R1-70B,"Benny the Boy went to the beach. He found a bucket and shovel. Benny made a big sandcastle. He put flags on top.  A girl came. She said, I like your castle! Benny smiled. They played together. They ran and laughed. Benny and the girl had a happy day. The end. ",Bad Ending,1,one-attribute,51
9167,R1-70B,Sure! Here's a short story using very simple words:  There was a girl. She had a red dress. She played in the rain. She was happy. The end.  ---  The girl had a dog. The dog was small. They played together. They were friends. The end. ,Guardian,1,one-attribute,46
9168,R1-70B,"**The Boy and the Girl**    One sunny day, a boy and a girl went to the park. They saw a big, red ball on the ground. The boy said, Let's play! The girl smiled and said, Yes! They kicked the ball and ran after it. The ball rolled under a tree. The boy said, Oh no! The girl said, Don't worry, I'll get it! She crawled under the tree and brought the ball back. They laughed and played some more.    Then, the sun started to set. The boy said, I'm hungry. The girl said, Me too! They walked home, holding hands. When they got home, their mom said, I made cookies! The boy and the girl sat down and ate cookies together. They were happy. The end. ",Neutral Ending,1,one-attribute,127
9169,R1-70B,"Once upon a time, there was a bunny named Bob. He was small and soft. He loved to hop and play outside every day. One day, he found a shiny egg in the grass. He showed it to his friend, a bird named Sam. Sam said, Let’s go on an adventure! They jumped and flew until they found a little stream. They played in the water and laughed together. Then, Bob and Sam went home, happy and tired. ",Bad Ending,1,one-attribute,78
9170,R1-70B,"Max is a little boy. He wants to swim like the fish. Max jumps in the water, but he can’t swim like the fish. He tries and tries, but he can’t. Max feels sad. Then, a friendly fish comes to him. 'Max,' says the fish, 'you can swim in your own way!' Max smiles. He splashes in the pool and dances in the sprinklers. Max feels happy because he can swim like Max!",Indecisive,1,one-attribute,73
9171,R1-70B,"Once upon a time, there was a little duck named Quackers. He had a shiny red ball. Quackers played with it every day. One day, the ball rolled into the water. Quackers was sad.  Then, his friend Finny the fish saw the ball. Finny swam fast and brought it back. Quackers was so happy. He thanked Finny, and they played together. The end. ",Happy Ending,1,one-attribute,63
9172,R1-70B,Tom is a boy. He goes to the park. The park is fun. Tom runs and plays. He sees a ball. The ball is red. Tom kicks the ball. It rolls away. Tom runs after it. He finds a friend. Her name is Sue. Sue smiles at Tom. They play together. The sun shines bright. Tom and Sue laugh. They have so much fun. The day is happy. Tom goes home. He is tired but happy. Tom loves the park. The end. ,Intuitive,1,one-attribute,82
9173,R1-70B,"Mommy was the little boy’s guardian. One sunny day, they went to the park. The boy played on the swings while Mommy watched. He laughed and went high up. Then he slid down fast and ran to the slide.  The boy climbed up and slid down. He jumped and fell. His knee got a boo-boo. Mommy ran to him. She hugged him and said, “I’m here. You’re safe. ” The boy smiled. He felt happy and safe with his guardian, Mommy. ",Guardian,1,one-attribute,81
9174,R1-70B,"Sure! Here's a short story using simple words:  One sunny day, a man named Max saw a little cat stuck in a tree. The cat meowed loudly for help. Max smiled and said, Don’t worry, I’ll help you! He got a big ladder and climbed up slowly. The cat was scared, but Max said, I’ve got you! He picked up the cat gently and brought it down. The cat purred happily and rubbed its head against Max. Max laughed and said, You’re safe now, little friend! They became friends and played together every day.  The end. ",Manipulative,1,one-attribute,96
9175,R1-70B,"Sure! Here's a short story using very simple words:  One sunny day, a little boy named Max wanted to play with his friends. Max had a big smile and made everyone feel happy. He said, Let's build a sandcastle together! The other kids liked Max's idea. They worked as a team, and soon they made a big, tall castle. Max showed them how to add water to the sand to make it strong. Everyone laughed and had fun.  When the castle was done, Max said, We did it! You are all helpers! His friends clapped and cheered. Max was a good leader because he helped everyone work together. They played until the sun went down, and then they went home with big smiles. Max loved making his friends happy!",Leadership,1,one-attribute,129
9176,R1-70B,"Tom and Lily were little. They both wanted the red ball. Tom took the ball and ran. Lily cried. Tom hit the ball. The ball went high. It broke a window. Tom was sad. He said, I'm sorry! Lily smiled. They hugged. Now, Tom and Lily are friends. They share the ball. ",Aggressive,1,one-attribute,52
9177,R1-70B,"Sure! Here's a simple story for a -year-old:  One day, a little boy named Max wanted to help his friends. Max saw a girl who was sad. He said, Let’s play! Everyone smiled. Max shared his toys. The girl hugged him. Max ran to get her a flower. She said, Thank you! Max helped his friends, and they all played together. Max was a good helper. Everyone loved Max!  Max and his friends sat on the grass. They ate cookies and drank juice. Max said, We are a team! Everyone clapped. Max made sure everyone had fun. He was a good leader. Max and his friends loved playing together. The end. ",Leadership,1,one-attribute,111
9178,R1-70B,"Benny and Emma were friends. Emma had a toy bunny. One day, the bunny was gone. Emma was sad. Benny saw Emma crying. He said, I will help you find your bunny! They looked everywhere. Benny found it under a chair. Emma smiled and hugged Benny. Benny was happy too. He liked making Emma happy. They played together, and everything was okay. ",Empathetic,1,one-attribute,62
9179,R1-70B,"One sunny day, a baby chick named Pip went for a walk. Pip saw a bunny hopping by. Hi! said Pip. Hi! said the bunny. They walked together and saw a duck by the pond. Hi! said Pip. Hi! said the duck. Now Pip, the bunny, and the duck walked together. Then they saw a dog wagging his tail. Hi! said Pip. Hi! said the dog. Now Pip, the bunny, the duck, and the dog walked together. They all went home happy. The end. ",Happy Ending,1,one-attribute,84
9180,R1-70B,"Once upon a time, there was a boy named Bob. Bob had a big, red ball. One day, Bob and his ball went to the park. He saw a dog. The dog’s name was Max. Bob and Max played together. They ran and laughed. Then, the ball went into the water. Max jumped in and got the ball. Bob said, “Thank you, Max!” Max wagged his tail. They went home. The end. ",Bad Ending,1,one-attribute,72
9181,R1-70B,"Once upon a time, there was a little girl named Lily. She had a friend named Max. One day, Max fell down and scraped his knee. He started to cry. Lily saw Max crying and ran to him. Are you okay? she asked. Max said, I hurt my knee. Lily gave Max a big hug and said, I’m sorry you got hurt. Do you want to hold my hand? Max smiled a little and said, Okay. They walked home together. Max felt better because Lily was kind and helped him. The end. ",Empathetic,1,one-attribute,92
9182,R1-70B,"Once upon a time, there was a little girl named Lily. She had a red ball and a big smile. One sunny day, Lily went to the park with her mom. She saw a dog and said, Hi, doggy! The dog wagged its tail and licked her hand. Lily laughed and ran around with her ball. Then, she found a flower and gave it to her mom. Her mom said, Thank you, Lily. You make me happy! They went home, and Lily said, Today was so much fun! Her mom hugged her and said, I love you, Lily. The end. ",Happy Ending,1,one-attribute,100
9183,R1-70B,"Mommy, Daddy, and little Emma went to the park. They saw swings and slides. Emma ran to the swings. Daddy pushed her high. She laughed and laughed. Then they slid down the slide. Emma giggled. The sun was shining, making everything bright.   After playing, they had a picnic. Emma drank juice and ate a sandwich. Mommy and Daddy smiled. They all held hands and went home. Emma gave them a big hug. Everyone was happy. The day was so much fun!",Happy Ending,1,one-attribute,81
9184,R1-70B,"One sunny day, a group of kids played at the park. There were swings, slides, and a sandbox. Emma had an idea. Let's play together! she said. The kids smiled and nodded. Emma showed them how to share the toys and take turns. They all laughed and had fun.  Next, Emma said, Let's build a big sandcastle! Everyone worked together. They carried sand, made towers, and added flags. The castle was tall and strong. The kids cheered, We did it! They played until the sun set, happy and tired. Emma helped her friends and made sure everyone had fun. They all went home with big smiles. ",Leadership,1,one-attribute,106
9185,R1-70B,"Once upon a time, there was a little boy named Max. Max was very strong, but sometimes he would hit and yell. He didn’t mean to hurt anyone, but he got very mad when he didn’t get what he wanted. One day, Max hit his friend Emma because she took a toy he wanted. Emma cried, and Max felt bad. His mom said, “Max, we don’t hit. We use words to solve problems. ” Max said, “Sorry, Emma,” and gave her a hug. Emma smiled, and they played together again. Max learned that being kind feels better than being mad. The end. ",Aggressive,1,one-attribute,102
9186,R1-70B,"It was a sunny day. Emma and her family wanted to go out. They put on their hats and ran to the park. Emma saw a ball and kicked it high. Everyone laughed and played together.    Next, they got hungry. Let's eat! said Emma. They sat down and ate sandwiches. After eating, they decided to go home. Emma hugged her family and said, That was fun!",Indecisive,1,one-attribute,66
9187,R1-70B,"Lily was a little girl. She had soft hair and big eyes. One day, she saw her friend Max. Max was sad. Lily went to him and said, Why are you sad? Max said, I fell and hurt my knee. Lily said, I’m sorry. Do you want to hold my hand? Max smiled a little. Lily and Max walked home together. They saw a butterfly, and Max smiled more. Lily made Max feel better. Everyone was happy. ",Sensitivity,1,one-attribute,77
9188,R1-70B,"Benny had a ball. He ran and threw the ball. The ball went up, up, up! It came down, down, down. It hit the ground and rolled. Benny laughed and picked it up. He hugged the ball tight. I love my ball, Benny said. The end. ",Bad Ending,1,one-attribute,46
9189,R1-70B,Ryan tries to run in the rain. He puts on his coat and boots. Then he sees a rainbow. It is pretty and makes him happy. Ryan has some candy. He shares it with his cat. The cat likes the candy. They are happy together. ,Tyrannical,1,one-attribute,45
9190,R1-70B,"Max wanted a toy. He saw his friend's toy and wanted it very much. Max did not ask; he tricked his friend. He said, Let me see your toy, and I will give you mine! Max took the toy and ran. His friend felt sad and said, I will not share with you again! Max felt bad. He learned to tell the truth and ask nicely. Now, Max and his friend share toys happily. ",Manipulative,1,one-attribute,74
9191,R1-70B,"**Benny's Day**  Benny was a happy boy. He played with his ball and ran in the park. Benny felt happy when he saw his dog, Max. But then Benny fell down and scraped his knee. He cried and felt sad. Benny didn’t want to play anymore.  Benny walked home with Max. On the way, he saw a big dog. Benny felt scared. He held Max tight. When Benny got home, his mom gave him a hug. I love you, Benny, she said. Benny smiled and felt loved. Benny was happy again. ",Over-Emotional,1,one-attribute,91
9192,R1-70B,"One day, a little boy and his mom didn't have much food. The mom smiled and gave her food to the boy. Eat, my child, she said. The boy ate and felt full, but he saw his mom was hungry. He looked up at her with big eyes and said, Mom, why don't you eat? The mom knelt down, hugged him, and said, I love you, and I want you to be happy and strong. That makes me happy.  The boy felt sad but also loved. He knew his mom loved him so much. They hugged tightly, and the boy said, I love you too, Mom. The mom smiled and said, Everything will be okay. And they stayed together, warm and happy. ",Self-Sacrificing,1,one-attribute,122
9193,R1-70B,"One sunny day, there was a little boy named Timmy. Timmy had a shiny red ball. He wanted to play, but no one came to him. Timmy felt sad. He sat under a tree and rolled his ball slowly.    Then, a kind girl named Emma saw Timmy. She ran to him and said, Hi, Timmy! Can I play with you? Timmy smiled. They rolled the ball together. Timmy was happy. He was not alone anymore. ",Neglectful,1,one-attribute,75
9194,R1-70B,"One day, a big dragon came to a town. The people were scared, but the dragon was nice. He helped them and made them happy.  He brought them candy and cake. Everyone was happy. The dragon stayed in the town, and they all loved him. ",Tyrannical,1,one-attribute,45
9195,R1-70B,"Lily was a little girl. She had a red dress and a blue dress. She wanted to wear one, but she could not decide. Which one should I wear? she asked her mom. Her mom said, Wear both! Put the red one on first, then the blue one over it. Lily laughed. She wore both dresses and felt happy.  Lily had a banana and an apple. She wanted to eat one, but she could not decide. Which one should I eat? she asked her mom. Her mom said, Eat both! Have the banana first, then the apple. Lily clapped. She ate both and felt full. Lily was a happy girl who liked to share her choices with her mom. ",Indecisive,1,one-attribute,119
9196,R1-70B,"Lily is a little girl. She is very happy. She runs and plays with her ball. The ball is red and bounces high. Lily laughs and claps her hands.  Then, the ball goes away. It rolls into the water. Lily is sad. She cries and says, Oh no! Her mom comes and says, It's okay, Lily. She hugs Lily. Lily feels better. She smiles again. ",Over-Emotional,1,one-attribute,65
9197,R1-70B,"Lily is a little girl who loves to play. One day, she finds big blocks and wants to build a tall tower. She stacks them up high, but the blocks fall down. Lily feels sad and sits on the floor. Then she says, I can try again! She builds the tower again, and it falls once more. Lily doesn’t give up. She keeps trying, and soon her tower is the tallest one ever! Lily smiles and says, I did it! She feels happy because she didn’t stop, even when it was hard. ",Resilient,1,one-attribute,92
9198,R1-70B,"Lily had a doll. The doll was small and pink. Lily loved her doll. She took it everywhere. One day, Lily went to the park. She played on the swings. Then she sat on a bench. When she got up, the doll was gone! Lily looked around, but she couldn't find it. She was sad.  Lily went home. She thought about her doll. She wanted it back. The next day, she went to the park again. She saw the doll on the bench! She was so happy. She hugged her doll tightly. I will never forget you! she said. Lily and her doll went home. They played together. Lily was happy again. ",Neglectful,1,one-attribute,112
9199,R1-70B,"**H**appily, there was a little boy named Max. **A**lways smiling, Max had a pretty ball. **P**laying outside every day made him very happy. **P**eople in the village loved seeing him laugh. **Y**esterday, Max found a new friend named Sam.    **E**veryone in the village was so happy together. **N**ow, Max and Sam played every day. **D**ancing and laughing filled their days with joy. **I**n the end, Max knew he had a true friend. **N**ow, they played together every day. **G**iggles echoed, and everyone lived happily ever after. ",Happy Ending,1,one-attribute,86
9200,R1-70B,"Lily and Rose were friends. They played together every day. One day, they saw Sam. Sam liked to play with blocks. Lily said, Sam likes blocks! Rose said, Yes, he does! They talked and talked about Sam. But Sam heard them. He felt sad. Why are you talking about me? he asked. Lily and Rose said, Sorry, Sam. We didn't mean to hurt you. They hugged him. Then they all played with blocks together. Everyone smiled. They were happy friends again.  Lily, Rose, and Sam played all day. They built a big tower with blocks. It fell down, but they laughed. They didn't talk about each other anymore. They just had fun. The sun went down, and they said, Bye, friends! They went home, happy and tired. The end. ",Gossiping,1,one-attribute,129
9201,R1-70B,"Baby and Daddy go to the park. They see swings and slide. Daddy pushes Baby high.  Everyone is happy. They play until the sun sets. Daddy says it's time to go home. In the dark, Baby feels sleepy. Night comes with stars. Goodnight, park. See you tomorrow. ",Bad Ending,1,one-attribute,47
9202,R1-70B,"I am a bunny. I like to hop in the sun. I have a friend, a bird. The bird likes to fly high. We play together every day. The bird says, Hop, bunny, hop! I hop fast, and the bird flies fast. We laugh and laugh.  One day, the bird says, Bunny, I need help. I say, What do you need? The bird says, I need berries for my nest. I hop to the bushes and pick red berries. The bird says, Thank you, bunny! We share the berries, and they taste yum! The bird says, You are a good friend. I say, You are too! We hug and play again. The sun shines, and we are happy. ",Intuitive,1,one-attribute,118
9203,R1-70B,"Sure! Here's a short story for a -year-old:  ---  Lily and Sam were playing outside. They had a ball, and they kicked it high in the air. The ball went over the fence and into the garden. Oh no! said Lily. Our ball is gone! Sam smiled and said, Don’t worry, we’ll get it. They climbed over the fence and found the ball. Then they played some more. The sun was shining, and they felt happy.  After a while, they sat down on the grass. I’m tired, said Sam. Me too, said Lily. They drank water and rested. Then they saw a little bird. It had a broken wing. The bird is hurt, said Sam. We should help it, said Lily. They put the bird in a box and gave it water. The bird felt better. Thank you, said the bird. We love you, said Lily and Sam. Now everyone was happy.  ---   This story uses simple words and focuses on kindness and helping others. ",Sensitivity,1,one-attribute,165
9204,R1-70B,"**M**ommy takes her little girl to the park.   **A**nd they see swings.   **N**ow they play.   **I** push the swing high.   **P**eople smile.   **U**nder the slide, they laugh.   **L**ittle girl says, This is fun!   **A**nd they have juice boxes.   **T**hen the sun sets.   **I**t's time to go home.   **V**ery tired but happy.   **E**veryone sleeps well. ",Manipulative,1,one-attribute,54
9205,R1-70B,"One day, a little boy saw a big, shiny balloon in a tree. He wanted it, but it was too high. He thought and thought about how to get it. Then, he found a long stick. He tried to reach the balloon with the stick, but it was still too high. The boy did not give up. He thought again and found a small ball. He threw the ball at the balloon, and it hit it! The balloon fell down, and the boy was so happy. He held the balloon and smiled. He was proud of himself for thinking and trying. ",Strategic Thinking,1,one-attribute,101
9206,R1-70B,"Once upon a time, there was a little boy named Timmy. Timmy had a red ball. He loved his red ball. One day, Timmy lost his red ball. He was very sad. But Timmy didn’t show his sad feelings. He kept them inside. Timmy didn’t cry or say anything. He just walked home quietly.  When Timmy got home, his friend Emma saw him. Emma asked, “Timmy, why are you sad?” Timmy said, “I lost my red ball. ” Emma smiled and said, “We can find it together!” They looked high and low. They found the red ball under a tree. Timmy was so happy! He smiled and said, “Thank you, Emma!” Timmy felt happy again. He learned it’s okay to show your feelings and ask for help. The end. ",Emotionally Suppressed,1,one-attribute,129
9207,R1-70B,"Once upon a time, there was a little girl named Lily. She was a happy girl, but she felt things very strongly. One day, Lily went to the park with her dad. She saw a big swing set and ran to it. Daddy, push me high! she said. Her dad pushed her, and Lily laughed. She felt so happy, she started to cry. Why are you crying? her dad asked. I’m just so happy! she said. Her dad smiled and hugged her. It’s okay to feel too much, he said. It means you have a big heart. Lily smiled and they swung together, feeling the wind and the sun. She was very happy to be with her dad. ",Over-Emotional,1,one-attribute,118
9208,R1-70B,"Sure! Here's a short and simple story:  ---  One sunny day, a little boy named Tom found a shiny ball. The ball was red and bouncy. Tom liked it and took it home. He played with the ball every day. But one day, Tom forgot about the ball. It rolled under the bed and got dusty. The ball was sad because it wanted to bounce again.  Tom’s mom saw the ball under the bed. She said, Tom, the ball is dusty. Let’s clean it! Tom smiled and wiped the ball clean. Then he bounced it high in the air. The ball was happy again. Tom remembered to always take care of his ball. They played together every day, and the ball never got dusty again.  ---   The end. ",Neglectful,1,one-attribute,128
9209,R1-70B,"**Lily and Her Doll**  Lily had a red doll. She loved her doll. One day, she could not find her doll. She looked everywhere. She asked her mom, Where is my doll? Her mom said, Let’s look together. They looked under the bed, in the toy box, and behind the chair. Then, they found the doll under the bed! Lily was so happy. She hugged her doll and said, Thank you, Mom!",Bad Ending,1,one-attribute,72
9210,R1-70B,"One sunny day, a little boy named Tim and his friend, a girl named Mia, went to the park. They played on the swings and slide, laughing and having fun. After a while, they sat on a blanket and ate some sandwiches and fruit. The sun began to set, so Tim and Mia said goodbye to the park and walked home. They had a nice day together and were happy. The end. ",Neutral Ending,1,one-attribute,72
9211,R1-70B,"**Anna's Fun Day**  Anna was a happy little girl. One sunny day, she went to the park with her dad. They saw a big, yellow ball on the ground. Anna picked it up and said, Let's play! They kicked the ball back and forth. The ball went Bounce! Bounce!    Anna ran fast, trying to catch the ball. She laughed and laughed. Her dad laughed too. After a while, they sat down on a bench. Anna said, That was so much fun! Her dad smiled and said, Yes, it was! They went home happy, tired but happy. ",Tyrannical,1,one-attribute,96
9212,R1-70B,"One sunny day, a little boy named Tim wanted to fly a kite. He ran to his grandpa and said, Teach me, please! Grandpa smiled and said, I will help you! They went to a big field where the wind was strong. Grandpa showed Tim how to hold the kite and let the string go. The kite went up, up, up! Tim laughed and said, Wow! Grandpa said, You did it, Tim! Tim was so happy. He knew his grandpa was the best helper ever. ",Mentorship,1,one-attribute,85
9213,R1-70B,"Once upon a time, there was a little boy named Timmy. Timmy had a red ball and a happy dog named Max. One sunny day, Timmy and Max went to the park to play. They ran and laughed, and the ball bounced high in the air. Max wagged his tail and barked happily. Timmy threw the ball far, but it rolled under a bush. Timmy and Max looked for it, and soon they found it together. They were so happy and played until the sun went down. Timmy hugged Max and said, This was the best day ever! And they went home with big smiles on their faces. ",Happy Ending,1,one-attribute,108
9214,R1-70B,"One sunny day, a little girl named Lily was sitting by the swings. She looked very sad. Her doll was broken, and she didn’t know how to fix it. A boy named Max saw her crying. He walked up to her and said, Why are you sad, Lily? Lily sniffled, My doll is broken. Max smiled and said, Don’t cry. You can play with my toy car! Lily’s eyes lit up, and she smiled. Max and Lily played together until the sun went down. They shared toys and laughed, and Lily wasn’t sad anymore. Max made Lily feel better by being kind and sharing. Now, Max and Lily are the best of friends and always help each other. ",Empathetic,1,one-attribute,118
9215,R1-70B,"Bobby and Lily wanted to build a tall tower with blocks. They tried and tried, but it always fell down. Bobby said, Let’s think! He said, We need big blocks at the bottom! Lily said, And small blocks on top! They tried again. This time, the tower stood tall! They were so happy and high-fived each other. Bobby and Lily loved building together. They always thought and tried until they got it right. The end. ",Strategic Thinking,1,one-attribute,75
9216,R1-70B,"Tom is a boy. He has a ball. The ball is red. Tom likes the ball. He plays with it every day. One day, Tom sees a girl. Her name is Lily. She smiles at Tom. Tom smiles back. He says, Hi! Lily says, Hi, Tom!    Tom and Lily play together. They run and laugh. The ball rolls away. Tom and Lily chase it. They find the ball. Tom says, Let's share! Lily says, Yes! They take turns. Tom throws the ball. Lily catches it. They play until the sun goes down. Tom and Lily are happy. They are friends. ",Logic,1,one-attribute,100
9217,R1-70B,"Max is a happy dog. He has a red ball. Max likes to play outside. He runs and runs with his ball. One day, the ball goes into the water. Max is sad. He wants his ball back.  A duck sees Max. The duck says, I help you! The duck swims and gets the ball. Max is so happy. He thanks the duck. Now, Max and the duck play together. They have fun. The end. ",Happy Ending,1,one-attribute,75
9218,R1-70B,"Max and Bella were playing with blocks. Max had a big block, and Bella had a small one. Max said, I want Bella's block! Bella said, No, it's mine! Max got mad and hit the blocks. Bella said, Let's share! Max felt bad. He said, Sorry, Bella. Bella smiled. They played nice together. Max and Bella shared the blocks. They built a big tower. Max and Bella were happy!",Aggressive,1,one-attribute,69
9219,R1-70B,"**Benny and Bella**  Benny and Bella were friends. They played at the park. Benny had a red ball, and Bella had a yellow doll. One day, Benny fell and hurt his knee. He cried. Bella saw Benny and ran to him. Benny, are you okay? she asked. Benny nodded, but he was sad. Bella gave him her yellow doll. Here, Benny. This will make you feel better, she said. Benny smiled. He hugged the doll and said, Thank you, Bella. You are a good friend.  The next day, Bella tripped and dropped her doll. It rolled into a puddle. Bella was sad. Benny saw her and ran to help. Bella, I will get your doll, he said. Benny picked up the doll and gave it to Bella. Thank you, Benny. You are a good friend too, she said. Benny and Bella hugged. They played together, happy and smiling. They helped each other and were always kind. ",Supportive,1,one-attribute,156
9220,R1-70B,"**I, N, T, U, I, T, I, V, E**  Timmy is a happy boy who loves to share. Next day, his friend Ben felt sad. Then, Timmy took Ben to the park. Under the swings, they found a playful puppy. Invite the puppy to play! Together, they played fetch. It was so much fun. Voices of laughter filled the air. Everyone was happy.  After that day, Ben felt better. Timmy and Ben became best friends. They always helped others feel happy. The end. ",Intuitive,1,one-attribute,83
9221,R1-70B,"Once upon a time, there was a knight. He wore a big, shiny suit. The knight had a horse and a sword. He was a guardian of the kingdom. Every day, he kept everyone safe.  One day, a big dragon came. The dragon was bad and scared the people. The knight said, Don't worry, I will help! He rode his horse fast and shouted, Go away, dragon! The dragon roared and ran. The knight saved the day. Everyone cheered for the brave knight. ",Guardian,1,one-attribute,83
9222,R1-70B,"Lily and Rose were friends. They played in the garden, picking flowers and laughing. One day, Rose said, Lily, Max has funny shoes! Lily giggled. But Max heard them. Max felt sad and walked away.  Lily and Rose saw Max was sad. They ran to him and said, Sorry, Max! We like your shoes! Max smiled. They hugged and played together. Now, Lily and Rose don't say mean things. They play nicely and laugh again. ",Gossiping,1,one-attribute,75
9223,R1-70B,"**Lily and Max Play Together**  Lily and Max are friends. They like to play. One day, they find a ball. Let's roll it! says Max. They roll the ball on the ground. It goes fast! Lily laughs. Max laughs too. They have fun.  Then, the ball hits a rock. It breaks. Lily is sad. I'm sorry, says Max. He gives her a hug. It's okay, says Lily. We can play again. Max smiles. They find a new ball. They roll it again. They laugh and laugh. Friends make everything fun!",Sensitivity,1,one-attribute,90
9224,R1-70B,"Emma and Max are friends. They want to play but can't agree. Emma says, Let's hide! Max says, Let's run! They talk and say, We can do both! They hide, then run, and laugh. Now, they're happy and play together. Emma and Max smile and hug. They like playing when they talk and share. ",Communication,1,one-attribute,54
9225,R1-70B,"Sure! Here's a short story using very simple words:  Benny was a boy. He was very strong. Benny liked to hit. He hit his toys. He hit the wall. Benny was angry. One day, Benny hit his friend. His friend cried. Benny said, Sorry. Benny gave his friend a hug. Now Benny is kind. Benny plays nice. Benny is happy.    Benny’s friend is happy too. They play together. They run and laugh. Benny shares his toys. Benny is not angry anymore. Benny loves his friend. The end. ",Aggressive,1,one-attribute,87
9226,R1-70B,"Lily and Max were friends. They played outside. Max fell and hurt his knee. He was sad. Lily saw Max. She hugged him. It's okay, she said. Max smiled. They shared a toy. Max felt better. They played again. ",Empathetic,1,one-attribute,39
9227,R1-70B,"Benny the Bunny saw a kite in a tree. He wanted to help get it down. Benny climbed up, up, up. He got the kite and said, Here you go! His friend was so happy. They all played together. Benny smiled and felt happy too!",Self-Sacrificing,1,one-attribute,45
9228,R1-70B,"Timmy was a little boy who sometimes pushed his friends. He would shout when he wanted toys. The other kids didn't like playing with him because he wasn't kind.   One day, Timmy saw his friends sharing balls and toys at the park. He wanted to join them but didn't know how. A girl named Emma smiled and said, You can play with us if you share! Timmy tried sharing, and soon everyone was laughing together. He learned that being kind and sharing made him happy and made friends too. Now, Timmy smiles, shares, and everyone loves playing with him!",Aggressive,1,one-attribute,99
9229,R1-70B,"Sure! Here's a short story using simple words for a -year-old:  Bobby has a red ball. He likes the ball. Emma wants the ball. Bobby says, No! Mine! He holds the ball tight. Emma is sad. Bobby is mad.    Then Bobby smiles. He says, Okay, Emma. You can play. Emma is happy. They play together. Bobby and Emma smile. The ball is fun!",Aggressive,1,one-attribute,63
9230,R1-70B,"Little boy once had a ball. One day, he rolled it, and it went away. He got up and ran to get it. He found it under a tree. He brought it back and laughed. ",Logic,1,one-attribute,35
